symbol,entry_date,exit_date,pnl,trade_return,regime
413630,2025-09-04,2025-09-18,4511239.375000003,0.4506766443105969,Bull
413630,2025-09-23,2025-10-01,-326843.24999999773,-0.022610779925753954,Bull
413630,2025-10-21,2025-11-03,1652802.6100000006,0.11749960565750045,Bull
413630,2025-11-11,2025-11-18,-1531207.6799999967,-0.09783952998984295,Bull
030530,2025-02-05,2025-02-06,-231598.2899999989,-0.023194504610433705,Sideways
030530,2025-02-10,2025-02-12,-270395.24999999895,-0.027852976039504436,Sideways
030530,2025-02-14,2025-02-28,1632753.4200000013,0.17376951406802169,Sideways
030530,2025-03-05,2025-03-06,-482456.93999999797,-0.043939896310585785,Bull
030530,2025-03-07,2025-03-18,302289.3450000018,0.028923000076846405,Sideways
030530,2025-04-11,2025-04-18,-98799.74999999766,-0.009229900534248141,Bear
030530,2025-04-21,2025-04-29,-169326.30999999837,-0.016037889425931477,Bear
030530,2025-05-14,2025-05-28,1710403.5600000017,0.16538178802329764,Bear
030530,2025-06-04,2025-06-12,-588617.4899999987,-0.04905825881435627,Bull
030530,2025-07-01,2025-07-08,-745624.2499999997,-0.0656342102687359,Bull
030530,2025-07-21,2025-07-22,-406212.1199999983,-0.038432995575852565,Bull
030530,2025-08-04,2025-08-11,-68133.38999999948,-0.006735353254340545,Bull
030530,2025-08-25,2025-09-16,7017691.600000002,0.7016406306627131,Bull
030530,2025-09-24,2025-11-03,19692037.44,1.162088286526068,Bull
030530,2025-11-04,2025-11-14,168116.40000000177,0.004611282756978171,Bull
319400,2025-02-06,2025-02-12,102734.48000000205,0.010292663002022813,Sideways
319400,2025-04-11,2025-05-07,2331264.0000000014,0.23217006457229938,Bear
319400,2025-06-13,2025-07-04,2585074.700000003,0.20984782089076595,Bull
319400,2025-07-30,2025-08-06,-260530.0199999982,-0.017561385982438494,Bull
319400,2025-08-08,2025-08-12,-1107453.8199999973,-0.07631729972155486,Bull
319400,2025-08-25,2025-08-28,-679176.8299999979,-0.05090009990009975,Bull
319400,2025-09-02,2025-09-25,4227557.4,0.33537688726367976,Bull
319400,2025-10-14,2025-10-22,-312743.13999999873,-0.018662228309723597,Bull
319400,2025-10-24,2025-10-27,-545993.2400000005,-0.03335354053486911,Bull
090710,2025-02-05,2025-02-17,3937486.1550000007,0.39439152396898886,Sideways
090710,2025-02-18,2025-02-25,-1607886.454999999,-0.11600526011773808,Sideways
090710,2025-04-14,2025-04-22,537476.4900000014,0.044063628679013415,Bear
090710,2025-05-13,2025-05-20,-702118.8349999983,-0.05537950421671339,Bear
090710,2025-06-17,2025-07-04,4633863.850000003,0.3886226895276672,Bull
090710,2025-07-10,2025-07-11,-485445.25499999896,-0.02945113139287891,Bull
090710,2025-08-25,2025-09-01,-400032.15999999933,-0.025117739403453652,Bull
090710,2025-09-02,2025-09-09,-199497.9600000002,-0.012905127659226034,Bull
090710,2025-09-10,2025-09-22,2554936.1250000033,0.1681910804427363,Bull
090710,2025-10-14,2025-10-28,10656127.125000002,0.6032160610473865,Bull
090710,2025-12-03,2025-12-11,-1029957.2799999984,-0.03653094310533751,Bull
234030,2025-09-04,2025-09-19,1378132.0,0.1380308157953818,Bull
234030,2025-09-23,2025-09-25,-1146023.549999999,-0.10132521506929083,Bull
234030,2025-10-02,2025-10-13,-1166830.8299999984,-0.11536327749919968,Bull
234030,2025-11-07,2025-11-17,-575520.9999999985,-0.06460329338558105,Bull
003310,2025-02-04,2025-02-07,-91081.58299999943,-0.009121961750125224,Bear
003310,2025-02-28,2025-03-11,286938.2590000012,0.029134491170983344,Bull
003310,2025-04-01,2025-04-16,4451228.458000003,0.4410685945749451,Bear
003310,2025-04-21,2025-04-22,-2160692.2999999984,-0.1492441984245262,Bear
003310,2025-08-21,2025-08-22,-360163.99999999837,-0.029371771086056674,Bull
003310,2025-09-16,2025-09-17,-51309.29999999893,-0.004329782367165455,Bull
486990,2025-12-05,2025-12-09,-760917.2499999987,-0.07636316167633651,Bull
466100,2025-02-05,2025-02-14,1081903.6500000018,0.10838902365422436,Sideways
466100,2025-03-05,2025-03-18,1343108.480000002,0.12195085428490161,Bull
466100,2025-04-15,2025-04-21,-1103963.0399999984,-0.08972360972360961,Bear
466100,2025-05-08,2025-05-09,-433438.31999999966,-0.03892196598327674,Bear
466100,2025-05-13,2025-05-21,-159668.3399999995,-0.014972546953826158,Bear
466100,2025-06-23,2025-07-01,-765679.8499999993,-0.07328385899814464,Bull
466100,2025-07-11,2025-07-23,-14381.390000000429,-0.0014898543411782145,Bull
466100,2025-08-25,2025-09-16,4192409.800000001,0.4368555551591268,Bull
466100,2025-09-17,2025-09-29,998618.25,0.07280653532938725,Bull
466100,2025-10-10,2025-10-21,1670057.9999999993,0.11411303378062376,Bull
466100,2025-11-03,2025-11-06,-3707211.199999997,-0.22798111963875764,Bull
476060,2025-03-18,2025-04-07,2025260.6300000006,0.20311446386857973,Bull
476060,2025-06-11,2025-06-20,-278117.59999999887,-0.02327736229655197,Bull
476060,2025-07-10,2025-07-18,1914826.4500000014,0.16502299353539035,Bull
476060,2025-08-18,2025-08-20,-527079.0499999969,-0.03910570838163771,Bull
476060,2025-08-27,2025-10-10,-1432229.4999999981,-0.11118440101165616,Bull
476060,2025-11-20,2025-11-26,100500.18000000021,0.008808389063166153,Bull
476060,2025-11-27,2025-12-05,-406502.3999999976,-0.03548800193095474,Bull
086520,2025-02-13,2025-02-28,-19931.799999999297,-0.0019980019980019277,Sideways
086520,2025-04-28,2025-05-07,-746691.7499999986,-0.0754646882753956,Bear
086520,2025-06-04,2025-06-13,-361077.5999999994,-0.0395939676761594,Bull
086520,2025-06-20,2025-07-01,416493.7000000012,0.04790209790209805,Bull
086520,2025-07-03,2025-07-08,-428403.44999999943,-0.04712322377937514,Bull
086520,2025-07-11,2025-08-01,63711.000000000786,0.007397414301180083,Bull
086520,2025-08-05,2025-08-20,444246.00000000146,0.051330349040272887,Bull
086520,2025-10-14,2025-10-31,7295699.900000002,0.8062848043046067,Bull
086520,2025-11-06,2025-11-07,-392183.9999999979,-0.024077692219285015,Bull
086520,2025-12-01,2025-12-15,2889456.000000003,0.18257871161096986,Bull
229200,2018-03-12,2018-03-19,-218467.79999999842,-0.02188347144760579,Unknown
229200,2018-05-25,2018-06-04,-61878.20999999867,-0.006369304549897405,Unknown
229200,2018-08-22,2018-09-07,481703.5800000017,0.050088197516769135,Bear
229200,2018-12-27,2019-01-02,-173457.54999999877,-0.017267050841211364,Bear
229200,2019-01-25,2019-02-28,685998.8100000017,0.06977033119165117,Bear
229200,2019-08-21,2019-08-26,-638765.1399999985,-0.06099591016718075,Bear
229200,2019-09-16,2019-09-23,-226562.84000000052,-0.023130918842935836,Bear
229200,2019-10-07,2019-10-30,724479.7949999999,0.07606094692708866,Bear
229200,2020-01-10,2020-01-20,-59452.61999999908,-0.005830942940880441,Bull
229200,2020-03-31,2020-04-13,252062.50000000198,0.024975024975025177,Bear
229200,2020-05-08,2020-05-18,32607.080000001268,0.0031656960161194694,Sideways
229200,2020-05-26,2020-05-28,-272475.8199999979,-0.02649441467623266,Bull
229200,2020-05-29,2020-06-15,221240.90500000125,0.022176635065117828,Bull
229200,2020-07-10,2020-07-16,-132340.90499999782,-0.01304599459580988,Bull
229200,2020-08-06,2020-08-12,-133264.25999999887,-0.0133681092887266,Bull
229200,2020-08-13,2020-08-14,-253644.19499999873,-0.025917666404391942,Bull
229200,2020-08-28,2020-09-09,181473.60000000102,0.019117853193577134,Bull
229200,2020-09-17,2020-09-21,-179393.85999999943,-0.01862534423200843,Bull
229200,2020-11-04,2020-11-11,-80622.35999999926,-0.008566346545440544,Bull
229200,2020-11-25,2020-12-14,1113742.0800000015,0.11986648164122585,Bull
229200,2020-12-15,2020-12-23,-100899.38999999894,-0.009734451594916609,Bull
229200,2020-12-28,2021-01-07,153893.85000000146,0.015078702146816803,Bull
229200,2021-04-12,2021-04-23,246253.8700000006,0.02386226116195437,Bull
229200,2021-08-25,2021-09-08,25144.515000001138,0.002389561740255119,Bull
229200,2021-11-08,2021-11-10,-227815.9799999985,-0.021713300323654403,Bull
229200,2021-11-15,2021-11-23,-238925.09499999837,-0.02337905996442566,Bull
229200,2021-12-28,2022-01-04,-474142.72499999974,-0.04767092693090743,Bull
229200,2022-03-16,2022-03-25,21392.700000000266,0.0022702802640594526,Bear
229200,2022-05-23,2022-05-27,-18798.39999999807,-0.001998001998001793,Bear
229200,2022-08-18,2022-08-19,-291978.6349999983,-0.03125124662932632,Bear
229200,2022-11-11,2022-11-18,-98969.32499999969,-0.010976239669421455,Bear
229200,2022-12-01,2022-12-02,-131558.5,-0.01482334894995533,Bear
229200,2022-12-14,2022-12-16,-236615.39999999877,-0.027178062112559794,Bear
229200,2023-02-02,2023-02-15,278349.18000000046,0.032995055435448194,Sideways
229200,2023-02-22,2023-02-23,-28812.354999998995,-0.0033239568226280975,Sideways
229200,2023-03-03,2023-03-10,-189049.97999999824,-0.021958041958041758,Bull
229200,2023-04-06,2023-04-18,491513.68000000075,0.05867314678395873,Bull
229200,2023-06-15,2023-06-20,11837.520000001241,0.0013397973264195407,Bull
229200,2023-07-17,2023-07-27,231416.0950000005,0.026301408569893915,Bull
229200,2023-07-31,2023-08-01,-250593.62499999924,-0.0278910711325829,Bull
229200,2023-08-03,2023-08-07,-447461.69999999856,-0.05140404150305124,Bull
229200,2023-11-06,2023-11-13,-821561.5499999986,-0.09998365271092528,Sideways
229200,2023-12-08,2023-12-26,207465.8400000017,0.02817590572692637,Bear
229200,2024-01-03,2024-01-08,185495.7500000017,0.02462024639591341,Bull
229200,2024-03-19,2024-04-01,116071.62000000078,0.015081897967804113,Bull
229200,2024-07-03,2024-07-12,177489.20000000086,0.022853004087215675,Bear
229200,2024-10-04,2024-10-14,-81637.70999999944,-0.010314685314685245,Bear
229200,2024-11-04,2024-11-07,-195697.61999999938,-0.025099900099900024,Bear
229200,2025-02-19,2025-02-26,-3605.759999999078,-0.000476657488852489,Bull
229200,2025-02-27,2025-02-28,-258401.5999999992,-0.034315722827673374,Bull
229200,2025-05-14,2025-05-15,874.950000001787,0.00012089821007043153,Bear
229200,2025-05-28,2025-06-17,290814.4250000008,0.04033639606928153,Bear
229200,2025-06-20,2025-06-27,23511.280000001163,0.0031463381978847457,Bull
229200,2025-07-10,2025-07-24,271800.4800000013,0.03641623964949618,Bull
229200,2025-09-12,2025-09-25,-118450.01999999968,-0.01538454485860059,Bull
229200,2025-10-17,2025-11-07,417751.38000000047,0.055366378773581054,Bull
058610,2025-02-04,2025-02-11,-206317.39999999932,-0.0207105394605394,Bear
058610,2025-04-14,2025-04-30,648694.2000000022,0.06668170539138304,Bear
058610,2025-05-13,2025-05-19,-220910.89999999912,-0.021414383282087477,Bear
058610,2025-06-04,2025-06-12,-20078.69999999889,-0.001998001998001888,Bull
058610,2025-06-20,2025-07-01,772587.4500000023,0.07730060637037406,Bull
058610,2025-08-25,2025-09-01,19954.8000000003,0.0018627407408839027,Bull
058610,2025-09-02,2025-09-17,-340637.1999999989,-0.03186778010721663,Bull
058610,2025-09-19,2025-09-22,-230369.99999999898,-0.02236538971232839,Bull
058610,2025-10-10,2025-10-23,354476.10000000073,0.03532564995979638,Bull
058610,2025-10-31,2025-11-07,-1052146.9999999986,-0.10165583346753093,Bull
064260,2025-03-26,2025-03-28,-925715.1749999988,-0.09272545636181989,Bear
064260,2025-04-28,2025-05-02,-402010.124999999,-0.044574879045868696,Bear
064260,2025-05-12,2025-05-29,875090.1400000012,0.10202826489471456,Bear
064260,2025-06-05,2025-06-23,4676301.0,0.49700299700299705,Bull
064260,2025-06-24,2025-06-26,-1795954.0199999993,-0.12804580263718446,Bull
064260,2025-06-27,2025-06-30,-209360.33999999723,-0.01719600196757535,Bull
064260,2025-07-01,2025-07-14,1690491.0000000014,0.1419579034003446,Bull
064260,2025-08-25,2025-08-26,-248615.37999999925,-0.018358690489837976,Bull
064260,2025-08-29,2025-09-08,458476.4800000024,0.03464833819790999,Bull
064260,2025-09-10,2025-09-17,-988269.9999999973,-0.07250901272640384,Bull
064260,2025-09-19,2025-09-26,-647679.4499999975,-0.051448551448551254,Bull
064260,2025-12-10,2025-12-16,-412282.70999999915,-0.03469607315761155,Bull
101170,2025-02-10,2025-02-12,15637.180000001166,0.0015662908520052547,Sideways
101170,2025-02-13,2025-02-20,-397904.8000000003,-0.03998423721607115,Sideways
101170,2025-03-05,2025-03-10,-952455.419999999,-0.10010667298802883,Bull
101170,2025-04-15,2025-04-21,-186162.28000000006,-0.021838995994065587,Bear
101170,2025-04-22,2025-04-29,-446238.7199999993,-0.053746253746253664,Bear
101170,2025-06-24,2025-06-27,-224848.7999999989,-0.028764339109166558,Bull
101170,2025-07-22,2025-08-01,89505.68000000124,0.011835689063412001,Bull
101170,2025-09-09,2025-09-17,-100450.07999999917,-0.013190547769986915,Bull
101170,2025-10-10,2025-10-20,1526064.5600000008,0.2039125599857714,Bull
101170,2025-11-24,2025-11-25,-577359.9999999995,-0.06437312687312682,Bull
083650,2025-02-12,2025-02-20,-517733.699999999,-0.05189810189810181,Sideways
083650,2025-03-05,2025-03-10,-1509085.7499999988,-0.1601463998755194,Bull
083650,2025-04-15,2025-05-27,7036224.000000001,0.8944702939740162,Bear
083650,2025-06-05,2025-06-24,1884346.3000000012,0.12703128006558095,Bull
083650,2025-07-21,2025-07-22,-1093043.5499999963,-0.06567260864135843,Bull
083650,2025-07-24,2025-07-31,27366.150000002264,0.0017680432774773865,Bull
083650,2025-08-06,2025-08-13,74376.90000000306,0.004822057213856958,Bull
083650,2025-08-14,2025-08-19,-1808971.6999999986,-0.11715207869054015,Bull
083650,2025-08-21,2025-09-02,1486424.3000000017,0.10934510729802453,Bull
083650,2025-10-10,2025-10-17,-589399.9999999979,-0.03930648790461861,Bull
083650,2025-10-29,2025-11-03,-523104.9999999972,-0.03654422500576328,Bull
290690,2025-03-13,2025-03-25,1686445.700000002,0.16893051699681558,Bear
290690,2025-04-21,2025-04-28,-843383.2099999983,-0.07258838722253344,Bear
290690,2025-05-28,2025-06-17,3922620.0000000014,0.36568694463431317,Bear
290690,2025-07-07,2025-07-08,-922959.5999999985,-0.0632956295144394,Bull
290690,2025-07-25,2025-08-05,1543015.4400000025,0.11345713110419012,Bull
290690,2025-08-07,2025-08-13,-1148361.5999999968,-0.07617382617382597,Bull
290690,2025-09-08,2025-09-09,-376410.1499999989,-0.027141463187974738,Bull
290690,2025-09-11,2025-09-18,-102570.92999999807,-0.007636431365244781,Bull
382150,2025-02-04,2025-02-13,1512208.4800000011,0.15154076692538243,Bear
382150,2025-02-20,2025-02-24,-1765785.0,-0.15440224799830712,Bull
382150,2025-03-18,2025-03-21,-1323097.7899999989,-0.13730640764330154,Bull
382150,2025-04-02,2025-04-04,-1140603.6000000003,-0.13787620829874356,Bear
382150,2025-04-11,2025-04-25,1255324.0600000008,0.176814359515154,Bear
382150,2025-05-28,2025-06-05,-716506.7099999988,-0.08615008684695082,Bear
382150,2025-07-17,2025-07-21,-557397.6599999993,-0.07365385479572323,Bull
382150,2025-09-02,2025-09-15,446758.20000000054,0.06403032975701096,Bull
382150,2025-09-18,2025-09-19,-36745.28999999808,-0.004968246039674352,Bull
382150,2025-11-05,2025-11-19,224155.54000000103,0.030622204650473345,Bull
347850,2025-02-04,2025-02-05,-771627.4999999992,-0.07755097015660388,Bear
347850,2025-04-11,2025-05-22,7334387.2,0.8028423189713514,Bear
347850,2025-06-11,2025-06-24,6173562.500000003,0.376922542697944,Bull
347850,2025-07-15,2025-07-22,-283004.09999999905,-0.012637682147276988,Bull
347850,2025-08-13,2025-08-20,-1437624.9999999956,-0.06525164975869183,Bull
347850,2025-08-26,2025-09-12,2613487.600000005,0.12718860087281167,Bull
347850,2025-09-17,2025-09-29,5122481.700000003,0.22227858796316352,Bull
347850,2025-10-27,2025-11-10,10518351.000000004,0.374851710789211,Bull
437730,2025-02-05,2025-02-14,188557.89000000164,0.018890411913667898,Sideways
437730,2025-02-25,2025-03-05,163415.98000000088,0.016147488874761688,Bull
437730,2025-04-14,2025-04-29,2654050.300000001,0.25927356639660076,Bear
437730,2025-05-07,2025-05-15,-561765.3299999984,-0.04378933566433555,Bear
437730,2025-06-23,2025-06-30,-868812.3499999989,-0.07112083167492131,Bull
437730,2025-08-25,2025-09-25,8052532.290000001,0.7127051031160622,Bull
437730,2025-09-26,2025-10-02,-545585.3999999982,-0.028318933813439216,Bull
437730,2025-10-10,2025-10-28,2705612.800000003,0.14515541169605461,Bull
