date,open,high,low,close,volume,foreign_net_buy
2025-01-02,71100.0,73600.0,69200.0,70000.0,212210.0,0.0
2025-01-03,70600.0,74900.0,69900.0,71000.0,398324.0,0.0
2025-01-06,72000.0,77000.0,71800.0,76800.0,434332.0,0.0
2025-01-07,77900.0,77900.0,71600.0,71800.0,433330.0,0.0
2025-01-08,70700.0,74700.0,70600.0,74300.0,221375.0,0.0
2025-01-09,76900.0,80700.0,73900.0,74000.0,637572.0,0.0
2025-01-10,74700.0,74800.0,71100.0,71900.0,252218.0,0.0
2025-01-13,70700.0,72500.0,69500.0,70100.0,185723.0,0.0
2025-01-14,71200.0,73100.0,70100.0,70700.0,191746.0,0.0
2025-01-15,71100.0,74000.0,70800.0,73900.0,267470.0,0.0
2025-01-16,76100.0,76700.0,73100.0,73100.0,218437.0,0.0
2025-01-17,73200.0,75000.0,72000.0,74300.0,200435.0,0.0
2025-01-20,75200.0,75200.0,71900.0,72300.0,144262.0,0.0
2025-01-21,72900.0,75500.0,72500.0,74900.0,241741.0,0.0
2025-01-22,76100.0,77300.0,74100.0,76500.0,245516.0,0.0
2025-01-23,76200.0,76200.0,72800.0,73900.0,222686.0,0.0
2025-01-24,73800.0,74900.0,72700.0,72900.0,137728.0,0.0
2025-01-31,67000.0,69100.0,65300.0,67000.0,348163.0,0.0
2025-02-03,63300.0,64100.0,59300.0,60500.0,495446.0,0.0
2025-02-04,61800.0,62600.0,60400.0,60600.0,232243.0,0.0
2025-02-05,61800.0,67200.0,61700.0,66100.0,388990.0,0.0
2025-02-06,68400.0,72700.0,66700.0,72300.0,373406.0,0.0
2025-02-07,73500.0,74000.0,69200.0,69900.0,297151.0,0.0
2025-02-10,69900.0,71100.0,68600.0,70300.0,158285.0,0.0
2025-02-11,73000.0,75300.0,70800.0,73800.0,536109.0,0.0
2025-02-12,73300.0,75300.0,71800.0,73700.0,216026.0,0.0
2025-02-13,74600.0,78000.0,73500.0,76700.0,348315.0,0.0
2025-02-14,77700.0,77700.0,74400.0,74400.0,199497.0,0.0
2025-02-17,75000.0,77200.0,75000.0,75500.0,169914.0,0.0
2025-02-18,75900.0,77100.0,73400.0,76100.0,198938.0,0.0
2025-02-19,76500.0,79100.0,75000.0,75400.0,243526.0,0.0
2025-02-20,74700.0,75000.0,71800.0,72400.0,201851.0,0.0
2025-02-21,72900.0,75200.0,72100.0,74900.0,119487.0,0.0
2025-02-24,72700.0,73200.0,68600.0,70400.0,280917.0,0.0
2025-02-25,68600.0,70900.0,68400.0,69200.0,148800.0,0.0
2025-02-26,68800.0,69400.0,67600.0,68500.0,150315.0,0.0
2025-02-27,69900.0,70500.0,66700.0,67600.0,166912.0,0.0
2025-02-28,65300.0,66400.0,63900.0,64400.0,237954.0,0.0
2025-03-04,62900.0,63900.0,61500.0,63600.0,190151.0,0.0
2025-03-05,65000.0,65300.0,62800.0,64500.0,106407.0,0.0
2025-03-06,65300.0,65400.0,61100.0,61500.0,225157.0,0.0
2025-03-07,61000.0,64000.0,60600.0,63200.0,151639.0,0.0
2025-03-10,62400.0,63800.0,60800.0,61200.0,144804.0,0.0
2025-03-11,58800.0,60200.0,58000.0,59900.0,222376.0,0.0
2025-03-12,60800.0,62000.0,60100.0,61600.0,187465.0,0.0
2025-03-13,62800.0,63200.0,59400.0,59800.0,289447.0,0.0
2025-03-14,60300.0,62300.0,60000.0,61700.0,152688.0,0.0
2025-03-17,63000.0,64100.0,62200.0,63100.0,193234.0,0.0
2025-03-18,64200.0,64300.0,61800.0,62500.0,110785.0,0.0
2025-03-19,62700.0,64000.0,61900.0,62600.0,129886.0,0.0
2025-03-20,63400.0,64200.0,61500.0,62000.0,103682.0,0.0
