date,open,high,low,close,volume,foreign_net_buy
2025-07-07,7160.0,7250.0,7030.0,7180.0,17240.0,0.0
2025-07-08,7180.0,7240.0,7070.0,7170.0,18897.0,0.0
2025-07-09,7110.0,7190.0,7060.0,7100.0,24883.0,0.0
2025-07-10,7110.0,7170.0,7000.0,7060.0,43173.0,0.0
2025-07-11,7060.0,7060.0,6850.0,6990.0,57015.0,0.0
2025-07-14,6990.0,7000.0,6850.0,6980.0,22310.0,0.0
2025-07-15,6950.0,7150.0,6850.0,7090.0,49308.0,0.0
2025-07-16,7110.0,7110.0,6910.0,7080.0,42801.0,0.0
2025-07-17,7080.0,7080.0,6900.0,7020.0,30916.0,0.0
2025-07-18,6990.0,7070.0,6900.0,7020.0,32032.0,0.0
2025-07-21,7020.0,7050.0,6930.0,7020.0,18394.0,0.0
2025-07-22,7030.0,7040.0,6800.0,6970.0,32411.0,0.0
2025-07-23,6970.0,6970.0,6710.0,6930.0,33472.0,0.0
2025-07-24,6920.0,6940.0,6690.0,6780.0,51638.0,0.0
2025-07-25,6780.0,6780.0,6540.0,6610.0,64411.0,0.0
2025-07-28,6610.0,6740.0,6400.0,6670.0,49048.0,0.0
2025-07-29,6670.0,6720.0,6530.0,6720.0,36119.0,0.0
2025-07-30,6680.0,6800.0,6660.0,6730.0,33946.0,0.0
2025-07-31,6730.0,6770.0,6410.0,6680.0,36288.0,0.0
2025-08-01,6580.0,6580.0,6210.0,6260.0,90382.0,0.0
2025-08-04,6260.0,6380.0,6120.0,6360.0,27251.0,0.0
2025-08-05,6310.0,6590.0,6310.0,6470.0,31986.0,0.0
2025-08-06,6470.0,6560.0,6370.0,6550.0,27313.0,0.0
2025-08-07,6530.0,6660.0,6530.0,6660.0,20497.0,0.0
2025-08-08,6660.0,6880.0,6650.0,6710.0,50303.0,0.0
2025-08-11,6710.0,6820.0,6650.0,6650.0,25947.0,0.0
2025-08-12,6600.0,7300.0,6600.0,6620.0,398946.0,0.0
2025-08-13,6610.0,6700.0,6520.0,6520.0,26799.0,0.0
2025-08-14,6520.0,6630.0,6510.0,6510.0,23505.0,0.0
2025-08-18,6550.0,6580.0,6350.0,6390.0,16064.0,0.0
2025-08-19,6310.0,6410.0,6230.0,6230.0,19835.0,0.0
2025-08-20,6110.0,6160.0,5900.0,5920.0,48593.0,0.0
2025-08-21,5860.0,6250.0,5860.0,6250.0,53295.0,0.0
2025-08-22,6250.0,6400.0,6230.0,6390.0,46782.0,0.0
2025-08-25,6500.0,6900.0,6490.0,6760.0,157773.0,0.0
2025-08-26,6770.0,8780.0,6750.0,8780.0,4299001.0,0.0
2025-08-27,9540.0,9700.0,8320.0,8490.0,4716349.0,0.0
2025-08-28,8730.0,8880.0,8050.0,8130.0,1508155.0,0.0
2025-08-29,8120.0,8580.0,7930.0,8060.0,1591442.0,0.0
2025-09-01,8220.0,10320.0,7970.0,9380.0,14072563.0,0.0
2025-09-02,9540.0,10140.0,9210.0,9380.0,3820703.0,0.0
2025-09-03,9450.0,9450.0,8940.0,8950.0,686020.0,0.0
2025-09-04,8970.0,9220.0,8820.0,9170.0,693881.0,0.0
2025-09-05,9180.0,10000.0,8950.0,9350.0,3536645.0,0.0
2025-09-08,9520.0,9640.0,9070.0,9070.0,583162.0,0.0
2025-09-09,9150.0,9970.0,8990.0,9880.0,3385085.0,0.0
2025-09-10,10100.0,10640.0,9710.0,9950.0,2111920.0,0.0
2025-09-11,9910.0,9970.0,9620.0,9650.0,588106.0,0.0
2025-09-12,9750.0,10450.0,9520.0,9830.0,1784395.0,0.0
2025-09-15,10150.0,10700.0,9950.0,9990.0,2280399.0,0.0
2025-09-16,10070.0,10230.0,9300.0,9300.0,625806.0,0.0
2025-09-17,9350.0,9750.0,9010.0,9070.0,546244.0,0.0
