date,open,high,low,close,volume,foreign_net_buy
2025-01-02,111200.0,114200.0,106900.0,108800.0,702352.0,0.0
2025-01-03,109200.0,119000.0,107400.0,118100.0,1050544.0,0.0
2025-01-06,118500.0,121300.0,116300.0,119200.0,675546.0,0.0
2025-01-07,119000.0,125500.0,118400.0,125000.0,811858.0,0.0
2025-01-08,124000.0,125100.0,118400.0,121000.0,876202.0,0.0
2025-01-09,122600.0,125300.0,116500.0,122200.0,791373.0,0.0
2025-01-10,123200.0,126500.0,119000.0,121300.0,722821.0,0.0
2025-01-13,119400.0,122800.0,115900.0,117700.0,646003.0,0.0
2025-01-14,119300.0,122100.0,117300.0,118100.0,531233.0,0.0
2025-01-15,118200.0,119100.0,113800.0,115100.0,578272.0,0.0
2025-01-16,117600.0,121300.0,116900.0,120000.0,637753.0,0.0
2025-01-17,120000.0,123100.0,118000.0,121600.0,467248.0,0.0
2025-01-20,121600.0,123900.0,118100.0,121200.0,466293.0,0.0
2025-01-21,122600.0,124600.0,119600.0,119900.0,477171.0,0.0
2025-01-22,120900.0,123300.0,118400.0,118400.0,568088.0,0.0
2025-01-23,118000.0,121100.0,117600.0,119600.0,411831.0,0.0
2025-01-24,120300.0,123300.0,118600.0,122500.0,516116.0,0.0
2025-01-31,123900.0,126500.0,120100.0,126500.0,644060.0,0.0
2025-02-03,123000.0,124100.0,116100.0,116200.0,733171.0,0.0
2025-02-04,119000.0,125200.0,118200.0,122300.0,751639.0,0.0
2025-02-05,122500.0,124100.0,120600.0,122100.0,457339.0,0.0
2025-02-06,123500.0,130800.0,123000.0,129000.0,959376.0,0.0
2025-02-07,128000.0,130600.0,126800.0,127400.0,493899.0,0.0
2025-02-10,126900.0,128400.0,124200.0,124700.0,592426.0,0.0
2025-02-11,125900.0,126500.0,117000.0,118000.0,905276.0,0.0
2025-02-12,118500.0,118500.0,113100.0,116000.0,595036.0,0.0
2025-02-13,116600.0,120000.0,113300.0,115200.0,823636.0,0.0
2025-02-14,117800.0,118800.0,115000.0,118300.0,546443.0,0.0
2025-02-17,119500.0,121100.0,114800.0,117000.0,613796.0,0.0
2025-02-18,117300.0,118400.0,113700.0,117700.0,693039.0,0.0
2025-02-19,118000.0,118000.0,112600.0,112900.0,667457.0,0.0
2025-02-20,112200.0,114700.0,109800.0,110200.0,635710.0,0.0
2025-02-21,111000.0,115000.0,110500.0,114600.0,459714.0,0.0
2025-02-24,112600.0,114600.0,111500.0,112400.0,312671.0,0.0
2025-02-25,111000.0,114200.0,107600.0,113500.0,352238.0,0.0
2025-02-26,113500.0,114600.0,111500.0,113700.0,251529.0,0.0
2025-02-27,114400.0,116100.0,110200.0,111800.0,460254.0,0.0
2025-02-28,110100.0,113300.0,109000.0,110000.0,334910.0,0.0
2025-03-04,110000.0,114400.0,108400.0,113900.0,338581.0,0.0
2025-03-05,114500.0,117200.0,113400.0,115600.0,505336.0,0.0
2025-03-06,116300.0,116300.0,110000.0,111600.0,465396.0,0.0
2025-03-07,110100.0,112100.0,103600.0,104900.0,624231.0,0.0
2025-03-10,104200.0,108900.0,102900.0,107000.0,304236.0,0.0
2025-03-11,103900.0,106000.0,103100.0,105700.0,268255.0,0.0
2025-03-12,105800.0,106900.0,102900.0,103100.0,340247.0,0.0
2025-03-13,104500.0,105700.0,102400.0,102700.0,382090.0,0.0
2025-03-14,102700.0,107700.0,102000.0,103300.0,368846.0,0.0
2025-03-17,103400.0,108400.0,101500.0,107800.0,541372.0,0.0
2025-03-18,107700.0,108400.0,105700.0,106600.0,345564.0,0.0
2025-03-19,106200.0,108200.0,103100.0,103700.0,288337.0,0.0
2025-03-20,104500.0,104700.0,98700.0,98800.0,491105.0,0.0
2025-03-21,99000.0,102400.0,98300.0,100500.0,419409.0,0.0
2025-03-24,100300.0,102100.0,98700.0,99400.0,193550.0,0.0
2025-03-25,99400.0,101400.0,99000.0,100100.0,189638.0,0.0
2025-03-26,101400.0,101400.0,95700.0,98500.0,257141.0,0.0
2025-03-27,97500.0,99100.0,96000.0,96000.0,261251.0,0.0
2025-03-28,96600.0,97500.0,93700.0,94100.0,247786.0,0.0
2025-03-31,91700.0,97600.0,91500.0,94900.0,318951.0,0.0
2025-04-01,96000.0,100200.0,95600.0,99000.0,275277.0,0.0
2025-04-02,98900.0,99200.0,93900.0,94300.0,265952.0,0.0
2025-04-03,91500.0,96800.0,91200.0,96200.0,187012.0,0.0
2025-04-04,95200.0,98000.0,94000.0,95800.0,204557.0,0.0
2025-04-07,92000.0,93000.0,89500.0,89500.0,263180.0,0.0
2025-04-08,91200.0,96700.0,91100.0,94700.0,304062.0,0.0
2025-04-09,94500.0,97000.0,92000.0,93700.0,207786.0,0.0
2025-04-10,99300.0,100300.0,97100.0,99600.0,302525.0,0.0
2025-04-11,98900.0,109000.0,98200.0,107900.0,588458.0,0.0
2025-04-14,109200.0,113300.0,107800.0,110900.0,377866.0,0.0
2025-04-15,106300.0,111500.0,105000.0,109500.0,491804.0,0.0
2025-04-16,109200.0,109900.0,103500.0,104600.0,322570.0,0.0
2025-04-17,105100.0,107400.0,105000.0,106300.0,175018.0,0.0
2025-04-18,105300.0,109800.0,104500.0,109100.0,245725.0,0.0
2025-04-21,108400.0,109400.0,106000.0,106600.0,159327.0,0.0
2025-04-22,105400.0,114800.0,105300.0,112400.0,518679.0,0.0
2025-04-23,114300.0,114700.0,112500.0,113700.0,175579.0,0.0
2025-04-24,113000.0,114600.0,111500.0,113400.0,183291.0,0.0
2025-04-25,112500.0,114600.0,111400.0,111500.0,180086.0,0.0
2025-04-28,110300.0,110600.0,103000.0,105200.0,460739.0,0.0
2025-04-29,106500.0,109900.0,106000.0,109100.0,211939.0,0.0
2025-04-30,108000.0,109900.0,104200.0,105000.0,195303.0,0.0
2025-05-02,104000.0,108400.0,103300.0,108200.0,174751.0,0.0
2025-05-07,105500.0,105500.0,100000.0,100800.0,359813.0,0.0
2025-05-08,101700.0,102500.0,100100.0,100500.0,221690.0,0.0
2025-05-09,100900.0,102000.0,98600.0,98900.0,236168.0,0.0
2025-05-12,98100.0,98200.0,94000.0,97000.0,284606.0,0.0
2025-05-13,99200.0,102000.0,98500.0,99700.0,216316.0,0.0
2025-05-14,98000.0,99200.0,95200.0,98300.0,284265.0,0.0
2025-05-15,97700.0,104700.0,96500.0,102300.0,325434.0,0.0
2025-05-16,104500.0,105200.0,101300.0,103100.0,174653.0,0.0
2025-05-19,101100.0,101700.0,99000.0,100000.0,217820.0,0.0
2025-05-20,101500.0,108500.0,100600.0,107500.0,440847.0,0.0
2025-05-21,108600.0,109800.0,107200.0,109300.0,228974.0,0.0
2025-05-22,106200.0,112200.0,106200.0,110600.0,348956.0,0.0
2025-05-23,110800.0,112200.0,108600.0,110400.0,182455.0,0.0
2025-05-26,111200.0,113200.0,109700.0,111300.0,221510.0,0.0
2025-05-27,112200.0,117500.0,111100.0,116000.0,436065.0,0.0
2025-05-28,117200.0,117500.0,113700.0,114800.0,270203.0,0.0
2025-05-29,116100.0,116800.0,114000.0,114500.0,174504.0,0.0
2025-05-30,115300.0,117200.0,114100.0,114900.0,197664.0,0.0
2025-06-02,114100.0,115900.0,112900.0,114700.0,132737.0,0.0
2025-06-04,114800.0,115700.0,109100.0,111600.0,380828.0,0.0
2025-06-05,111500.0,113200.0,106900.0,107400.0,384397.0,0.0
2025-06-09,107000.0,111000.0,105700.0,109200.0,389123.0,0.0
2025-06-10,110300.0,112900.0,108300.0,112600.0,278009.0,0.0
2025-06-11,113600.0,122000.0,111600.0,118000.0,692709.0,0.0
2025-06-12,118500.0,118700.0,116200.0,117400.0,379763.0,0.0
