date,open,high,low,close,volume,foreign_net_buy
2025-12-10,45000.0,47000.0,26700.0,27100.0,16294211.0,-29751.0
2025-12-11,25650.0,26650.0,21900.0,22300.0,3089832.0,-1600.0
2025-12-12,22500.0,26800.0,21900.0,24950.0,5003595.0,145383.0
2025-12-15,24950.0,25750.0,22300.0,22300.0,998226.0,-66165.0
2025-12-16,23350.0,26750.0,23150.0,24000.0,4599164.0,9438.0
2025-12-17,24350.0,27500.0,24100.0,26950.0,1672018.0,0.0
