date,open,high,low,close,volume,foreign_net_buy
2025-11-27,27500.0,31500.0,19840.0,19920.0,17005446.0,-37092.0
2025-11-28,20400.0,22550.0,18380.0,19100.0,6681576.0,2648.0
2025-12-01,19900.0,22150.0,19600.0,20500.0,4300007.0,49381.0
